name,latitude,longitude,country,trend,uncertainty,pValue,_id
WEIPA,-12.666667,141.866667,AUSTRALIA,3.4680,1.7990,0.0539,1157
YARMOUTH,43.833333,-66.133333,CANADA,4.2440,0.7770,0.0000,1158
BROOME,-18.000833,122.218639,AUSTRALIA,6.9380,2.7440,0.0115,1159
MIKUNI,36.254722,136.148889,JAPAN,6.0230,1.2420,0.0000,1190
KATSUURA,35.129444,140.249444,JAPAN,2.9920,0.3370,0.0000,1191
APALACHICOLA,29.726667,-84.981667,UNITED STATES,3.1960,0.8090,0.0001,1193
MURORAN,42.350000,140.950000,JAPAN,2.2480,0.5680,0.0001,1194
SOUTH BEACH,44.625000,-124.041667,UNITED STATES,1.9780,1.4370,0.1687,1196
FYNSHAV,54.995000,9.986944,DENMARK,1.7780,0.7500,0.0178,1197
KURE IV,34.240556,132.550278,JAPAN,4.6870,0.8450,0.0000,1209
TOKUYAMA II,34.040833,131.802778,JAPAN,5.1930,1.1730,0.0000,1210
SPIKARNA,62.363333,17.531111,SWEDEN,-5.9030,1.5240,0.0001,1211
UWAJIMA II,33.227222,132.551111,JAPAN,1.4650,0.8490,0.0844,1212
RIVIERE-AU-RENARD,49.000000,-64.383333,CANADA,2.1590,1.2010,0.0722,1213
PORTPATRICK,54.842556,-5.120028,UNITED KINGDOM,4.0660,1.0380,0.0001,1215
SPRING BAY,-42.545861,147.932722,AUSTRALIA,3.2480,0.5920,0.0000,1216
SOUDHAS,35.487453,24.082481,GREECE,3.0760,2.1670,0.1558,1232
LEROS,37.129675,26.847994,GREECE,1.0440,0.6980,0.1347,1233
SIROS,37.439969,24.945808,GREECE,-0.7840,1.8550,0.6726,1234
GOTEBORG - TORSHAMNEN,57.684722,11.790556,SWEDEN,0.5720,0.8600,0.5060,1236
KHALKIS NORTH,38.472289,23.592631,GREECE,3.2580,1.5390,0.0343,1237
ALEXANDROUPOLIS,40.844139,25.878272,GREECE,3.9740,1.0580,0.0002,1238
LEVKAS,38.834544,20.712108,GREECE,7.3180,1.1400,0.0000,1239
KATAKOLON,37.644822,21.319681,GREECE,4.6920,1.1930,0.0001,1240
RORVIK,64.859456,11.230107,NORWAY,-0.9910,0.9310,0.2871,1241
BAMFIELD,48.850000,-125.133333,CANADA,0.2210,0.9230,0.8108,1242
ST-JOSEPH-DE-LA-RIVE,47.450000,-70.366667,CANADA,0.9900,2.1320,0.6424,1244
NEW  WESTMINSTER,49.200000,-122.916667,CANADA,3.6220,1.7680,0.0405,1245
HAY POINT,-21.283333,149.300000,AUSTRALIA,3.7080,1.2060,0.0021,1246
PORT TUDY,47.644274,-3.445852,FRANCE,2.9710,0.6690,0.0000,1247
SULTAN SHOAL,1.233333,103.650000,SINGAPORE,3.5310,0.7940,0.0000,1248
MALAKAL-B,7.333333,134.466667,PALAU,5.6070,2.4150,0.0202,1252
RIKITEA,-23.122268,-134.966749,FRENCH POLYNESIA,1.8760,0.5600,0.0008,1253
OMAEZAKI II,34.608333,138.222222,JAPAN,8.8130,0.7780,0.0000,1263
OGA,39.942222,139.705833,JAPAN,-0.4930,0.6090,0.4182,1264
AKUNE,32.017500,130.190833,JAPAN,2.9440,0.8110,0.0003,1265
HACHINOHE II,40.531667,141.527778,JAPAN,4.9530,1.2160,0.0000,1266
HONNINGSVAG,70.980318,25.972697,NORWAY,0.3900,1.1090,0.7251,1267
BOOBY ISLAND,-10.602550,141.910133,AUSTRALIA,-1.0950,5.2540,0.8349,1268
CHARLESTON II,43.345000,-124.321667,UNITED STATES,1.7870,0.9000,0.0471,1269
HALDIA,22.033333,88.100000,INDIA,2.2750,1.0190,0.0256,1270
EASTER ISLAND-E,-27.154722,-109.472778,CHILE,0.2350,1.2290,0.8484,1272
OITA II,33.266111,131.686667,JAPAN,3.6540,1.0580,0.0006,1293
LE CONQUET,48.359402,-4.780830,FRANCE,3.5400,0.6130,0.0000,1294
CAMBRIDGE II,38.573333,-76.068333,UNITED STATES,5.0480,1.0220,0.0000,1295
NORTH SYDNEY,46.216667,-60.250000,CANADA,4.2110,0.7520,0.0000,1299
KARIYA,33.473056,129.849167,JAPAN,3.2450,0.7820,0.0000,1318
KURE I,33.333611,133.243333,JAPAN,0.3270,1.5060,0.8281,1320
ARGENTIA,47.300000,-53.983333,CANADA,2.4960,0.7450,0.0008,1321
SEPT-ILES,50.200000,-66.400000,CANADA,0.0100,1.0400,0.9923,1322
CAMPBELL RIVER,50.016667,-125.233333,CANADA,-0.3590,0.9970,0.7188,1323
POHANG,36.047222,129.383889,"KOREA, REPUBLIC OF",7.4190,1.2790,0.0000,1324
PORT TOWNSEND,48.111667,-122.756667,UNITED STATES,2.6530,0.9360,0.0046,1325
SUVA-A,-18.135678,178.422839,FIJI,7.6030,1.4750,0.0000,1327
CAPE LAMBERT,-20.587972,117.186028,AUSTRALIA,4.4700,1.7080,0.0089,1328
OGI,37.814722,138.281111,JAPAN,1.2810,0.8690,0.1405,1344
SOMA,37.830833,140.962222,JAPAN,5.7140,0.5180,0.0000,1345
ROSCOFF,48.718399,-3.965860,FRANCE,1.9860,0.6530,0.0024,1347
LOWER ESCUMINAC,47.083333,-64.883333,CANADA,4.1720,0.8390,0.0000,1349
MONTEREY,36.605000,-121.886667,UNITED STATES,1.4500,0.8310,0.0810,1352
VALDEZ,61.125000,-146.361667,UNITED STATES,-7.3320,1.7480,0.0000,1353
"TOKE POINT, WILLIPA BAY, WA",46.706667,-123.966667,UNITED STATES,0.6950,1.2240,0.5702,1354
OFUNATO II,39.019722,141.753333,JAPAN,5.6410,0.5720,0.0000,1364
SOKCHO,38.207222,128.594167,"KOREA, REPUBLIC OF",2.7060,0.2660,0.0000,1365
WHYALLA III,-33.012783,137.590356,AUSTRALIA,1.2290,1.1650,0.2915,1367
GOODS ISLAND,-10.561667,142.151667,AUSTRALIA,3.8860,2.2660,0.0864,1368
POHNPEI-B,6.983333,158.233333,"MICRONESIA, FEDERATED STATES OF",2.7330,1.8230,0.1338,1370
CHRISTMAS ISLAND II,1.983333,-157.483333,KIRIBATI,0.9380,1.8840,0.6186,1371
KUCHINOTSU,32.605278,130.195278,JAPAN,3.9710,0.5640,0.0000,1386
MAIZURU II,35.476667,135.386944,JAPAN,4.8210,0.3640,0.0000,1387
OKINAWA,26.179444,127.824444,JAPAN,1.8270,0.6040,0.0025,1388
TOYAMA,36.762222,137.224722,JAPAN,4.4860,0.4880,0.0000,1389
MUROTOMISAKI,33.266389,134.164444,JAPAN,9.4440,1.1100,0.0000,1390
CHICHIJIMA,27.083333,142.183333,JAPAN,2.9620,0.8990,0.0010,1391
CHARLOTTE AMALIE,18.335000,-64.920000,"VIRGIN ISLANDS, U.S.",2.8330,0.5800,0.0000,1393
POINT REYES,37.995000,-122.976667,UNITED STATES,2.2010,0.9160,0.0163,1394
"PAPEETE-B, FARE UTE POINT, SOC.IS.",-17.533081,-149.572724,FRENCH POLYNESIA,1.6930,0.9190,0.0654,1397
WALLAROO II,-33.926017,137.615169,AUSTRALIA,1.6700,1.0700,0.1186,1420
NY-ALESUND,78.928545,11.938015,SVALBARD AND JAN MAYEN,-4.5850,0.9160,0.0000,1421
TAGO,34.806944,138.764167,JAPAN,5.6590,0.6520,0.0000,1437
YAIZU,34.870556,138.327222,JAPAN,5.5590,0.9970,0.0000,1438
KAMINATO II (HATIZYO SIMA),33.130278,139.804722,JAPAN,0.4700,4.6300,0.9191,1440
SPRINGMAID PIER,33.655000,-78.918333,UNITED STATES,1.5170,1.2150,0.2118,1444
GADEOKDO,35.024722,128.810833,"KOREA, REPUBLIC OF",3.4410,0.4900,0.0000,1445
TONGYEONG,34.827500,128.434722,"KOREA, REPUBLIC OF",1.8790,0.3070,0.0000,1446
"LIME TREE BAY, ST CROIX",17.693333,-64.753333,"VIRGIN ISLANDS, U.S.",3.3380,0.6600,0.0000,1447
KOSEROW,54.060278,14.000833,GERMANY,1.3480,0.9410,0.1520,1448
QUINHON,13.766667,109.250000,VIET NAM,0.8510,1.1880,0.4738,1449
PENRHYN,-9.016667,-158.066667,COOK ISLANDS,1.6970,1.3310,0.2023,1450
NICE,43.695599,7.285500,FRANCE,2.8310,0.6800,0.0000,1468
MONBETU II,44.350000,143.366667,JAPAN,1.7320,0.6010,0.0040,1470
DANANG,16.100000,108.216667,VIET NAM,4.0530,0.7470,0.0000,1475
NAGOYA II,35.091389,136.880833,JAPAN,-1.8410,0.7470,0.0137,1488
DAEHEUKSANDO,34.683889,125.436389,"KOREA, REPUBLIC OF",-0.1690,0.7320,0.8174,1489
ULLEUNG,37.491389,130.913611,"KOREA, REPUBLIC OF",4.2060,1.1170,0.0002,1490
CAPE FERGUSON,-19.277333,147.058444,AUSTRALIA,4.5900,1.0760,0.0000,1492
MOOLOOLABA 2,-26.683333,153.133333,AUSTRALIA,1.6290,0.7010,0.0201,1493
VUNGTAU,10.333333,107.066667,VIET NAM,3.8860,1.3120,0.0031,1495
NASE III,28.500000,129.500000,JAPAN,2.2080,0.5080,0.0000,1522
MAIZURU III,35.450000,135.316667,JAPAN,4.8170,0.5170,0.0000,1523
LEITH II,55.989833,-3.181694,UNITED KINGDOM,1.9520,0.9310,0.0360,1526
GUNSAN (OUTER PORT),35.975556,126.563333,"KOREA, REPUBLIC OF",3.5300,0.9060,0.0001,1527
CHOSHI-GYOKO,35.744444,140.858333,JAPAN,4.0350,0.6000,0.0000,1544
TOKYO III,35.648611,139.770000,JAPAN,1.9910,0.5940,0.0008,1545
GEOMUNDO,34.028333,127.309167,"KOREA, REPUBLIC OF",4.3580,0.5860,0.0000,1546
PORTLAND,-38.343444,141.613167,AUSTRALIA,3.0610,0.9130,0.0008,1547
KING BAY,-20.623611,116.749056,AUSTRALIA,3.8880,1.8780,0.0384,1549
ROOMPOT BUITEN,51.619722,3.681944,NETHERLANDS,2.5020,0.6780,0.0002,1551
KOCHI III,33.499167,133.569167,JAPAN,3.0990,0.8640,0.0003,1567
WANDO,34.315278,126.759722,"KOREA, REPUBLIC OF",1.6700,0.4230,0.0001,1568
SHUTE HARBOUR 2,-20.283333,148.783333,AUSTRALIA,3.6190,0.8510,0.0000,1569
HAMADA II,34.897222,132.066111,JAPAN,5.0420,0.3230,0.0000,1585
IZUHARA II,34.197778,129.291667,JAPAN,2.9620,0.3510,0.0000,1586
TAPPI,41.242500,140.381389,JAPAN,0.2680,0.3730,0.4724,1587
CHUJADO,33.961667,126.300278,"KOREA, REPUBLIC OF",2.1770,0.3800,0.0000,1588
TANJUNG GELANG,3.975000,103.430000,MALAYSIA,3.1330,0.7810,0.0001,1589
TAURANGA (SALISBURY WHARF),-37.640990,176.181100,NEW ZEALAND,3.6790,1.1620,0.0015,1590
PELABUHAN KELANG,3.050000,101.358333,MALAYSIA,2.8930,0.9580,0.0025,1591
CENDERING,5.265000,103.186667,MALAYSIA,3.1310,0.6740,0.0000,1592
TANJUNG KELING,2.215000,102.153333,MALAYSIA,2.5330,0.8170,0.0019,1593
LUMUT,4.240000,100.613333,MALAYSIA,2.4790,0.8620,0.0040,1594
PULAU PINANG,5.421667,100.346667,MALAYSIA,3.4370,0.9320,0.0002,1595
RIMOUSKI,48.483333,-68.516667,CANADA,0.4140,0.8210,0.6141,1597
ZANZIBAR,-6.150000,39.183333,"TANZANIA, UNITED REPUBLIC OF",1.5840,1.0710,0.1391,1600
SEOGWIPO,33.240000,126.561667,"KOREA, REPUBLIC OF",4.1680,1.1450,0.0003,1627
MOURILYAN HARBOUR,-17.583333,146.083333,AUSTRALIA,4.1560,0.9810,0.0000,1629
LUCINDA,-18.516667,146.383333,AUSTRALIA,3.9660,0.8320,0.0000,1630
ONSLOW,-21.649667,115.131528,AUSTRALIA,4.9010,1.7790,0.0059,1631
CHERRY POINT,48.863333,-122.756667,UNITED STATES,0.7360,0.9080,0.4176,1633
"SAND POINT, POPOF IS., AK",55.336667,-160.501667,UNITED STATES,1.7670,0.8550,0.0388,1634
CHESAPEAKE BAY BR. TUN.,36.966667,-76.113333,UNITED STATES,6.0490,0.7560,0.0000,1635
DUCK PIER OUTSIDE,36.183333,-75.746667,UNITED STATES,4.8710,0.7850,0.0000,1636
"BERGEN POINT, STATEN IS.",40.636667,-74.141667,UNITED STATES,5.0800,0.8700,0.0000,1637
"N. SPIT, HUMBOLDT BAY",40.766667,-124.216667,UNITED STATES,5.3890,0.8420,0.0000,1639
PORT ORFORD,42.738333,-124.498333,UNITED STATES,1.4810,1.0050,0.1406,1640
"PANAMA CITY, ST.ANDREWS BAY, FL",30.151667,-85.666667,UNITED STATES,3.2230,0.5650,0.0000,1641
BALTRA-B,-0.433333,-90.283333,ECUADOR,1.5840,1.5800,0.3161,1645
ISHIGAKI II,24.332222,124.163611,JAPAN,2.3060,0.6270,0.0002,1671
RODRIGUES IS,-19.666667,63.416667,MAURITIUS,4.5520,1.1180,0.0000,1672
PORT LOUIS II,-20.150000,57.500000,MAURITIUS,4.3880,1.0210,0.0000,1673
QUARRY BAY,22.291111,114.213333,HONG KONG,2.8150,1.0410,0.0068,1674
BORYEONG,36.406389,126.486111,"KOREA, REPUBLIC OF",5.5420,0.9490,0.0000,1675
PULAU LANGKAWI,6.430833,99.764167,MALAYSIA,3.6700,1.0140,0.0003,1676
KUKUP,1.325278,103.442778,MALAYSIA,3.5670,0.7480,0.0000,1677
PULAU TIOMAN,2.807222,104.140000,MALAYSIA,2.7460,0.7290,0.0002,1678
ANHEUNG,36.673611,126.132222,"KOREA, REPUBLIC OF",1.1980,0.5950,0.0441,1699
TANJUNG SEDILI,1.931667,104.115000,MALAYSIA,2.3630,0.6690,0.0004,1702
GETING,6.226389,102.106667,MALAYSIA,3.1840,0.9420,0.0007,1703
GOLD COAST SEAWAY 2,-27.950000,153.416667,AUSTRALIA,2.1580,2.2390,0.3351,1704
GAN II,-0.683333,73.150000,MALDIVES,3.5220,0.6130,0.0000,1707
KOTA KINABALU,5.983333,116.066667,MALAYSIA,3.6910,1.0090,0.0003,1733
TAWAU,4.233333,117.883333,MALAYSIA,2.9720,1.6570,0.0729,1734
XI SHA,16.833333,112.333333,CHINA,4.9960,1.1480,0.0000,1745
TANJONG PAGAR,1.266667,103.850000,SINGAPORE,3.4060,1.0040,0.0007,1746
LES SABLES D OLONNE,46.497501,-1.793730,FRANCE,3.4510,0.9530,0.0003,1747
TRONDHEIM 2,63.436484,10.391669,NORWAY,-1.6610,0.9350,0.0757,1748
VIKER,59.036046,10.949769,NORWAY,-0.1910,1.1750,0.8709,1759
ROSSLYN BAY,-23.161028,150.790167,AUSTRALIA,4.6370,1.0680,0.0000,1760
HILLARYS,-31.825556,115.738583,AUSTRALIA,8.0830,2.2020,0.0002,1761
L'ESTARTIT,42.050000,3.200000,SPAIN,3.5840,0.6360,0.0000,1764
ANABAR,73.216667,113.500000,RUSSIAN FEDERATION,-4.1190,3.8620,0.2862,1780
TAKAMATSU II,34.351389,134.056944,JAPAN,1.8820,0.9250,0.0419,1789
WORKINGTON,54.650722,-3.567167,UNITED KINGDOM,-4.6090,1.3940,0.0009,1794
ST HELIER (JERSEY) 2,49.183333,-2.116667,JERSEY,2.6970,0.8180,0.0010,1795
BECANCOUR,46.400000,-72.383333,CANADA,-7.5660,7.3050,0.3003,1798
WINTER HARBOUR,50.516667,-128.033333,CANADA,0.3100,1.0380,0.7652,1799
BOUCAU,43.527302,-1.514830,FRANCE,2.9920,0.9820,0.0023,1801
LAUTOKA,-17.604917,177.438250,FIJI,4.6040,1.3830,0.0009,1805
BILBAO,43.351530,-3.045130,SPAIN,2.6770,0.7150,0.0002,1806
SANTANDER III,43.461300,-3.790760,SPAIN,1.5550,0.7290,0.0329,1807
LORNE,-38.547194,143.988833,AUSTRALIA,0.9690,0.9120,0.2880,1836
MAJURO-C,7.106028,171.372806,MARSHALL ISLANDS,3.2620,1.7740,0.0659,1838
PORT VILA B,-17.755333,168.307694,VANUATU,2.6640,1.5370,0.0831,1841
NUKU'ALOFA B,-21.136806,-175.180694,TONGA,7.0200,1.6170,0.0000,1842
VIGO II,42.243140,-8.726000,SPAIN,1.9040,1.0750,0.0765,1898
PORT ALMA,-23.583333,150.866667,AUSTRALIA,2.8800,0.6780,0.0000,2072
URANGAN,-25.300000,152.916667,AUSTRALIA,2.4010,0.8720,0.0059,2073
BOWEN II,-20.016667,148.250000,AUSTRALIA,2.8200,0.8760,0.0013,2074
KALIX,65.696944,23.096111,SWEDEN,-5.2230,1.7950,0.0036,2101
SKAGSUDDE,63.190556,19.012500,SWEDEN,-7.1140,2.1590,0.0010,2102
FORSMARK,60.408611,18.210833,SWEDEN,-4.5210,1.4950,0.0025,2103
MARVIKEN,58.553611,16.837222,SWEDEN,-2.3740,1.2990,0.0676,2104
VISBY,57.639167,18.284444,SWEDEN,-1.1320,1.2020,0.3463,2105
OSKARSHAMN,57.275000,16.478056,SWEDEN,-0.3220,1.2070,0.7896,2106
SIMRISHAMN,55.557500,14.357778,SWEDEN,0.6830,0.9810,0.4863,2107
SKANOR,55.416667,12.829444,SWEDEN,3.9900,1.3160,0.0024,2108
BARSEBACK,55.756389,12.903333,SWEDEN,2.2770,1.8530,0.2191,2109
VIKEN,56.142222,12.579167,SWEDEN,0.9560,0.9450,0.3117,2110
RINGHALS,57.249722,12.112500,SWEDEN,-0.1920,0.9210,0.8349,2111
STENUNGSUND,58.093333,11.832500,SWEDEN,-1.1580,0.9940,0.2440,2112
KUNGSVIK,58.996667,11.127222,SWEDEN,-1.1820,0.9780,0.2268,2113
"ARENA COVE, CALIFORNIA",38.913333,-123.706667,UNITED STATES,0.6390,1.0510,0.5432,2125
"PORT ANGELES, WASHINGTON",48.125000,-123.440000,UNITED STATES,1.0500,0.9440,0.2660,2127
"KAWAIHAE,  HAWAII ISLAND",20.036667,-155.830000,UNITED STATES,5.7950,1.0430,0.0000,2128
IQUIQUE II,-20.204444,-70.147778,CHILE,-0.8700,0.9370,0.3532,2261
"BEAUFORT, NORTH CAROLINA",34.720000,-76.670000,UNITED STATES,3.5820,0.7200,0.0000,2295
BRUNSWICK HEADS,-28.536811,153.552111,AUSTRALIA,0.2190,1.0580,0.8360,2310
PORT MACQUARIE,-31.426792,152.910983,AUSTRALIA,3.1000,0.6540,0.0000,2313
PORT STEPHENS (TOMAREE),-32.714881,152.182239,AUSTRALIA,2.6300,1.0890,0.0157,2316
